"hr" "ffInst" "radiacionGlobalInst" "td"
"2020-09-17" 0.969 14.2 1008.5 9.3
"2020-09-18" 0.974 14.5 1005.1 9.1
"2020-09-19" 0.886 13 1003.8 9.2
"2020-09-20" 0.928 13.5 1003.5 9.1
"2020-09-21" 0.951 16.8 1014.4 8.5
"2020-09-22" 0.908 16.6 1019.6 9.5
"2020-09-23" 0.971 14.8 1242.3 10.5
"2020-09-24" 0.87 12.8 1045.7 10.1
"2020-09-25" 0.877 14.6 1033.1 9.7
"2020-09-26" 0.868 14.3 1037.6 8.3
"2020-09-27" 0.835 13.1 1055.9 8.5
"2020-09-28" 0.971 11.7 1179.9 9.3
"2020-09-29" 0.846 14.3 1110.5 8.3
"2020-09-30" 0.921 13.8 1067.9 8.2
"2020-10-01" 0.96 11.9 1069.8 8.7
"2020-10-02" 0.892 13.5 1075.5 8.6
"2020-10-03" 0.939 15.3 1103.5 9
"2020-10-04" 0.892 13.9 1128.6 7.4
"2020-10-05" 0.923 15 1312.7 7.8
"2020-10-06" 0.791 13.9 1324.9 9.2
"2020-10-07" 0.943 15 1113.2 9.8
"2020-10-08" 0.718 17.1 1143.4 9.2
"2020-10-09" 0.902 17.5 1169.8 8.7
"2020-10-10" 0.953 13.8 1165.6 9
"2020-10-11" 0.87 13.7 1293.9 9.6
"2020-10-12" 0.869 12.5 1278.5 9.3
"2020-10-13" 0.875 15.3 1349.2 10.3
"2020-10-14" 0.792 14.2 1167.7 9.1
"2020-10-15" 0.868 15.6 1177.2 9.7
"2020-10-16" 0.88 15 1176.6 10.4
"2020-10-17" 0.959 15.3 1174.7 10.2
"2020-10-18" 0.956 14.6 1166.8 10.4
"2020-10-19" 0.873 13.6 1167.5 10.6
"2020-10-20" 0.881 15.9 1170 9.8
"2020-10-21" 0.896 13.7 1248.3 9.9
"2020-10-22" 0.866 13.7 1167 9.7
"2020-10-23" 0.872 14.3 1280.1 9.8
"2020-10-24" 0.867 17.7 1316.7 10
"2020-10-25" 0.915 15.8 1194.5 10.2
"2020-10-26" 0.818 15.3 1198 9.6
"2020-10-27" 0.853 14.9 1531.3 10
"2020-10-28" 0.867 15.2 1183.7 9.5
"2020-10-29" 0.928 12.8 1195.6 9.4
"2020-10-30" 0.861 14.2 1207.8 9.6
"2020-10-31" 0.921 14.4 1209.2 9.5
"2020-11-01" 0.887 14.1 1201.7 9.9
"2020-11-02" 0.878 16 1201 9.8
"2020-11-03" 0.905 17 1204.6 9.7
"2020-11-04" 0.814 12.8 1533.2 10.2
"2020-11-05" 0.865 13 1210 10.2
"2020-11-06" 0.878 14.4 1232.2 10.7
"2020-11-07" 0.892 13.3 1222.7 10.9
"2020-11-08" 0.863 15.6 1250.4 10.7
"2020-11-09" 0.949 15.5 1336.1 10.2
"2020-11-10" 0.839 16.3 1384.7 10.7
"2020-11-11" 0.824 14.4 1393.5 10.4
"2020-11-12" 0.857 15.2 1496.7 10.5
"2020-11-13" 0.852 13.6 1425.5 10.7
"2020-11-14" 0.797 13.9 1235.7 10.1
"2020-11-15" 0.81 12.6 1556.9 9.9
"2020-11-16" 0.792 15.6 1247.3 9.3
"2020-11-17" 0.878 14.1 1248.8 9.8
"2020-11-18" 0.879 14.8 1260.2 9.3
"2020-11-19" 0.846 15.9 1397.7 9.7
"2020-11-20" 0.808 15.7 1263 8.9
"2020-11-21" 0.838 14.6 1269.4 8.3
"2020-11-22" 0.958 15.9 1248.7 9.9
"2020-11-23" 0.848 14.8 1358.7 10
"2020-11-24" 0.919 15.5 1281.2 10.4
"2020-11-25" 0.885 17 1252.5 10.8
"2020-11-26" 0.882 15.2 1330.8 10.6
"2020-11-27" 0.935 16.1 1229.9 11.1
"2020-11-28" 0.862 14.2 1244.2 11.2
"2020-11-29" 0.909 15.5 1256.2 11.2
"2020-11-30" 0.925 15.7 1248.2 11.4
"2020-12-01" 0.819 14.2 1344.1 11.8
"2020-12-02" 0.867 14 1248.4 11
"2020-12-03" 0.906 14.5 1340.4 11
"2020-12-04" 0.823 14 1407.2 10.8
"2020-12-05" 0.893 13.5 1243.3 11
"2020-12-06" 0.921 13.3 1245.4 11
"2020-12-07" 0.86 14.8 1245 11.1
"2020-12-08" 0.839 14.6 1421 11.5
"2020-12-09" 0.844 14.5 1244.3 11.3
"2020-12-10" 0.849 14.2 1315.9 11.4
"2020-12-11" 0.812 14 1242 11.5
"2020-12-12" 0.837 12.4 1268.1 11.2
"2020-12-13" 0.902 14.7 1247 11.6
"2020-12-14" 0.909 14 1219.3 12.2
"2020-12-15" 0.856 13.2 1246 12
"2020-12-16" 0.841 13.4 1268.6 12.2
"2020-12-17" 0.905 13.6 1232.5 12.1
"2020-12-18" 0.866 14.2 1247 11.9
"2020-12-19" 0.833 14.8 1230.1 11.2
"2020-12-20" 0.872 13.7 1227.1 11.4
"2020-12-21" 0.856 13.6 1226.9 11.8
"2020-12-22" 0.83 14.7 1220.1 12
"2020-12-23" 0.803 17 1264.2 12.2
"2020-12-24" 0.821 12.6 1220.7 11.5
"2020-12-25" 0.835 16.1 1223.6 11.7
"2020-12-26" 0.813 14.5 1360.4 12.1
"2020-12-27" 0.8 14.6 1237.6 11.1
"2020-12-28" 0.712 16 1241.8 11.5
"2020-12-29" 0.766 16.8 1240.9 12.7
"2020-12-30" 0.87 15.8 1248.8 13.2
"2020-12-31" 0.872 16.2 1236.6 13.8
"2021-01-01" 0.766 15.5 1218.2 13.4
"2021-01-02" 0.801 14.9 1225.7 13
"2021-01-03" 0.824 15.2 1237.4 12.7
"2021-01-04" 0.814 14.3 1453.5 12.7
"2021-01-05" 0.899 15.7 1331.1 13.3
"2021-01-06" 0.898 13.6 1204.5 12.6
"2021-01-07" 0.878 14.1 1209.7 12
"2021-01-08" 0.941 14.3 1224.5 12.6
"2021-01-09" 0.904 13.5 1241.5 12.4
"2021-01-10" 0.854 13.8 1233.4 11.8
"2021-01-11" 0.962 15.4 1234 13.2
"2021-01-12" 0.915 14.6 1233.7 11.8
"2021-01-13" 0.873 14.8 1236.6 12.2
"2021-01-14" 0.866 14.5 1230.4 11
"2021-01-15" 0.805 13.4 1515.9 11.6
"2021-01-16" 0.818 13.6 1204.4 11.4
"2021-01-17" 0.842 15.5 1199.7 12
"2021-01-18" 0.891 14.2 1222.7 12.6
"2021-01-19" 0.898 15.3 1217.7 12.6
"2021-01-20" 0.935 13.5 1217.3 12.8
"2021-01-21" 0.891 14.8 1210.5 12.3
"2021-01-22" 0.886 17.4 1206.4 12.4
"2021-01-23" 0.847 15.4 1228.1 12.6
"2021-01-24" 0.867 14.3 1195.8 13.3
"2021-01-25" 0.882 14.3 1218.2 13.5
"2021-01-26" 0.852 13.7 1339.1 13
"2021-01-27" 0.874 15 1206.2 13.2
"2021-01-28" 0.87 16.8 1220.5 12.8
"2021-01-29" 0.809 16.8 1289.5 13
"2021-01-30" 0.822 15.8 1216.4 13.6
"2021-01-31" 0.843 17.3 1213.2 14.1
"2021-02-01" 0.917 13.8 1215.5 14.5
"2021-02-02" 0.856 13 1220.1 12.2
"2021-02-03" 0.843 14.6 1217 11.5
"2021-02-04" 0.904 14.4 1206.3 12.5
"2021-02-05" 0.829 15.8 1220.9 12.2
"2021-02-06" 0.823 14.5 1207.6 12.1
"2021-02-07" 0.823 13.8 1263 12.1
"2021-02-08" 0.844 17.3 1201.8 11.8
"2021-02-09" 0.894 13 1185.3 12.3
"2021-02-10" 0.907 15.1 1171.9 12.3
"2021-02-11" 0.866 15.8 1186.8 12.6
"2021-02-12" 0.936 12.7 1177.6 14.1
"2021-02-13" 0.904 14.9 1174.1 13.5
"2021-02-14" 0.933 13.9 1107 13.1
"2021-02-15" 0.816 13.5 1124.3 13
"2021-02-16" 0.828 14.2 1122.5 12.7
"2021-02-17" 0.902 14.3 1158.3 13.1
"2021-02-18" 0.83 12.1 1169.2 12.2
"2021-02-19" 0.818 14.3 1185.1 12.6
"2021-02-20" 0.899 13.1 1166.9 13.2
"2021-02-21" 0.904 15.8 1207.3 12.3
"2021-02-22" 0.828 13.5 1231.8 12.4
"2021-02-23" 0.81 14.2 1259.1 12.7
"2021-02-24" 0.879 13.9 1196.8 12.7
"2021-02-25" 0.89 13.2 1132.8 12.9
"2021-02-26" 0.811 17.4 1106 13.3
"2021-02-27" 0.765 14.6 1109.5 13.1
"2021-02-28" 0.913 13.2 1130.9 13.7
"2021-03-01" 0.865 14.3 1127.4 13.5
"2021-03-02" 0.834 14.7 1130 13.9
"2021-03-03" 0.837 13.1 1117.7 13.5
"2021-03-04" 0.875 14.4 1110 13.8
"2021-03-05" 0.833 13.9 1099 13.7
"2021-03-06" 0.906 12.6 1091.3 14.1
"2021-03-07" 0.881 13.8 1109.1 14.1
"2021-03-08" 0.872 14.5 1069.7 14.1
"2021-03-09" 0.791 14.2 1019.3 14.6
"2021-03-10" 0.891 13.5 1018.8 14.4
"2021-03-11" 0.815 14.5 1068 13.4
"2021-03-12" 0.935 15.4 1041 14.3
"2021-03-13" 0.831 13.4 1052.3 14.3
"2021-03-14" 0.877 13.6 1111.9 12.9
"2021-03-15" 0.808 10.9 1283.6 12.6
"2021-03-16" 0.793 11.9 1039.6 11.8
"2021-03-17" 0.917 13.3 1057 12.4
"2021-03-18" 0.89 12.1 1194.9 12.4
"2021-03-19" 0.785 14 972.6 11.5
"2021-03-20" 0.738 13.5 1021.2 8.9
"2021-03-21" 0.799 13.5 1002.3 9.9
"2021-03-22" 0.68 13.2 1011.1 10
"2021-03-23" 0.94 13.1 1033.1 11.8
"2021-03-24" 0.856 11.7 1214.8 12
"2021-03-25" 0.877 13.2 1016.5 11.7
"2021-03-26" 0.943 14.2 990.2 11.5
"2021-03-27" 0.932 13.8 1020.5 10.8
"2021-03-28" 0.894 13.3 1091.9 10.7
"2021-03-29" 0.87 12.7 1075.6 10.5
"2021-03-30" 0.93 13 947 10.7
"2021-03-31" 0.901 14.3 991.9 10.3
"2021-04-01" 0.881 12.6 980.7 10.2
"2021-04-02" 0.919 13 984.4 10.6
"2021-04-03" 0.929 12.2 959.1 11.6
"2021-04-04" 0.858 12.7 1109.5 12.2
"2021-04-05" 0.784 13 949.3 11.1
"2021-04-06" 0.796 13.4 952.7 11.9
"2021-04-07" 0.896 11 1023 12.3
"2021-04-08" 0.86 17.1 994.1 12.8
"2021-04-09" 0.954 13.6 942.9 13
"2021-04-10" 0.901 12.4 928.8 11.5
"2021-04-11" 0.94 12.9 928.2 10.8
"2021-04-12" 0.921 14 896.9 10.5
"2021-04-13" 0.941 14.1 918 10.9
"2021-04-14" 0.895 12 1090.1 11
"2021-04-15" 0.874 15.2 999.7 11.1
"2021-04-16" 0.856 12.6 948.7 11.1
"2021-04-17" 0.841 14.9 861.6 11.3
"2021-04-18" 0.901 13.3 883.3 11.4
"2021-04-19" 0.881 11.8 882.9 11.2
"2021-04-20" 0.822 13.1 1066.3 10.4
"2021-04-21" 0.796 11 878.9 10.8
"2021-04-22" 0.908 11.8 874.3 11.2
"2021-04-23" 0.828 13.6 1103 10.9
"2021-04-24" 0.851 12.6 860 10.4
"2021-04-25" 0.95 13 844.8 11
"2021-04-26" 0.859 12.1 932.7 10.9
"2021-04-27" 0.887 10.7 841.4 10.5
"2021-04-28" 0.838 11.5 846.4 9.5
"2021-04-29" 0.806 13 843.2 9.1
"2021-04-30" 0.766 12.4 847.4 9
"2021-05-01" 0.877 11.4 838.8 9.6
"2021-05-02" 0.913 15.2 827.4 10.3
"2021-05-03" 0.886 13.1 862 10.6
"2021-05-04" 0.895 12.5 840.4 10.2
"2021-05-05" 0.736 14.1 792.4 10.9
"2021-05-06" 0.82 13 921.3 11.8
"2021-05-07" 0.866 13.9 774.4 11.9
"2021-05-08" 0.844 13.6 753 9.7
"2021-05-09" 0.899 12.3 751.1 11
"2021-05-10" 0.913 12.4 752.9 10.7
"2021-05-11" 0.96 12.9 770.2 10.9
"2021-05-12" 0.927 13.9 881 9.6
"2021-05-13" 0.766 17.7 738.1 10
"2021-05-14" 0.89 16.6 741.2 11.2
"2021-05-15" 0.959 13.1 883.2 11.1
"2021-05-16" 0.948 13.6 765.4 11.2
"2021-05-17" 0.948 12.1 819.5 11.3
"2021-05-18" 0.919 12.5 901.9 10.8
"2021-05-19" 0.909 12.3 850.6 11.7
"2021-05-20" 0.827 9.8 759.2 9.4
"2021-06-09" 0.825 8.8 454.9 8.7
"2021-06-10" 0.932 15.2 691.8 9.1
"2021-06-11" 0.911 11.9 708.6 9.1
"2021-06-12" 0.969 11.7 806.8 8.9
"2021-06-13" 0.891 12.8 703.2 8.5
"2021-06-14" 0.962 10.9 791.2 8.2
"2021-06-15" 0.873 11.3 468.7 9.4
"2021-06-16" 0.931 9.8 683.8 9.4
"2021-06-17" 0.892 12.1 677.7 9.3
"2021-06-18" 0.897 6.5 955.9 9.3
"2021-06-19" 0.807 14.5 698.4 7.7
"2021-06-20" 0.903 12.6 687.5 9.2
"2021-06-21" 0.898 9.7 701.9 7.2
"2021-06-22" 0.928 10.7 836.5 7.6
"2021-06-23" 0.92 11.9 482.2 9.7
"2021-06-24" 0.918 10 696.3 8.3
"2021-06-25" 0.921 12.9 704.2 9
"2021-06-26" 0.874 13.6 690.6 9.3
"2021-06-27" 0.92 12.1 712.7 8.9
"2021-06-28" 0.816 11.2 725.1 6.3
"2021-06-29" 0.736 13.9 722.8 7.7
"2021-06-30" 0.961 13.7 714.9 7.8
"2021-07-01" 0.734 3.4 0 6.8
