"hr" "ffInst" "radiacionGlobalInst" "td"
"2020-12-21" 0.344 0 0 10.1
"2020-12-22" 0.382 0 0 10.2
"2020-12-23" 0.313 0 0 8.3
"2020-12-24" 0.335 0 0 9.5
"2020-12-25" 0.36 0.2 0 9.8
"2020-12-26" 0.343 0 0 9.4
"2020-12-27" 0.306 0 0 9.5
"2020-12-28" 0.307 0 0 9.2
"2020-12-29" 0.354 0 0 9.4
"2020-12-30" 0.32 0 0 10.5
"2020-12-31" 0.317 0 0 9.3
"2021-01-01" 0.346 0 0 10.3
"2021-01-02" 0.37 0 0 10.7
"2021-01-03" 0.399 0 0 11.6
"2021-01-04" 0.417 0 0 11.5
"2021-01-05" 0.361 0 0 10.9
"2021-01-06" 0.362 0 0 10.9
"2021-01-07" 0.334 0 0 10.4
"2021-01-08" 0.31 0 0 9.8
"2021-01-09" 0.346 0 0 10.4
"2021-01-10" 0.36 0 0 9.9
"2021-01-11" 0.267 0 0 7
"2021-01-12" 0.337 0 0 10
"2021-01-13" 0.343 0 0 10.3
"2021-01-14" 0.361 0 0 9.8
"2021-01-15" 0.407 0 0 10.1
"2021-01-16" 0.394 0 0 9.3
"2021-01-17" 0.357 0 0 10.1
"2021-01-18" 0.356 0 0 10.9
"2021-01-19" 0.36 0 0 10.6
"2021-01-20" 0.343 0 0 9.7
"2021-01-21" 0.371 0 0 10.7
"2021-01-22" 0.364 0 0 11
"2021-01-23" 0.323 0 0 10.4
"2021-01-24" 0.279 0.1 0 8.8
"2021-01-25" 0.307 0 0 8.4
"2021-01-26" 0.289 0 0 8.6
"2021-01-27" 0.347 0 0 10.8
"2021-01-28" 0.404 0 0 11.7
"2021-01-29" 0.375 0 0 11.6
"2021-01-30" 0.319 0 0 9.7
"2021-01-31" 0.378 0 0 11.6
"2021-02-01" 0.397 0 0 11.5
"2021-02-02" 0.343 0 0 9.6
"2021-02-03" 0.339 0 0 9.6
"2021-02-04" 0.328 0 0 10.2
"2021-02-05" 0.282 0 0 7.9
"2021-02-06" 0.335 0 0 10.6
"2021-02-07" 0.355 0 0 10.1
"2021-02-08" 0.321 0 0 9.3
"2021-02-09" 0.363 0.2 0 10.4
"2021-02-10" 0.365 0 0 10.7
"2021-02-11" 0.321 0 0 10.5
"2021-02-12" 0.343 0 0 11
"2021-02-13" 0.352 0 0 10.4
"2021-02-14" 0.347 0 0 10.7
"2021-02-15" 0.316 0 0 9.3
"2021-02-16" 0.314 0 0 9.6
"2021-02-17" 0.358 0 0 10.5
"2021-02-18" 0.323 0 0 10.1
"2021-02-19" 0.266 0 0 8.3
"2021-02-20" 0.312 0 0 9.8
"2021-02-21" 0.374 0 0 10.8
"2021-02-22" 0.427 0 0 11.3
"2021-02-23" 0.438 0 0 11.2
"2021-02-24" 0.409 0 0 10.8
"2021-02-25" 0.371 0 0 10.7
"2021-02-26" 0.362 0 0 11.7
"2021-02-27" 0.296 0 0 10
"2021-02-28" 0.38 0 0 11.3
"2021-03-01" 0.374 0 0 12.1
"2021-03-02" 0.381 0 0 12.6
"2021-03-03" 0.394 0 0 11.2
"2021-03-04" 0.398 0 0 11.9
"2021-03-05" 0.381 0 0 12.4
"2021-03-06" 0.322 0 0 11.2
"2021-03-07" 0.358 0 0 11.4
"2021-03-08" 0.399 0 0 12.3
"2021-03-09" 0.357 0 0 11.3
"2021-03-10" 0.382 0 0 11.9
"2021-03-11" 0.417 0 0 11.8
"2021-03-12" 0.458 0 0 13.2
"2021-03-13" 0.449 0 0 12.5
"2021-03-14" 0.546 0 0 12.2
"2021-03-15" 0.392 0 0 9.1
"2021-03-16" 0.295 0 0 8.5
"2021-03-17" 0.383 0 0 10.7
"2021-03-18" 0.362 0 0 9.5
"2021-03-19" 0.369 0 0 7.4
"2021-03-20" 0.267 0 0 6.4
"2021-03-21" 0.271 0 0 7
"2021-03-22" 0.259 0 0 6.2
"2021-03-23" 0.305 0 0 8.4
"2021-03-24" 0.385 0 0 10.5
"2021-03-25" 0.403 0 0 9.2
"2021-03-26" 0.388 0 0 8.9
"2021-03-27" 0.335 0 0 8.4
"2021-03-28" 0.376 0 0 8.5
"2021-03-29" 0.376 0 0 8.9
"2021-03-30" 0.419 0 0 8.2
"2021-03-31" 0.419 0 0 7.8
"2021-04-01" 0.385 0 0 8.9
"2021-04-02" 0.386 0 0 8.1
"2021-04-03" 0.482 0 0 8.6
"2021-04-04" 0.355 0 0 9.6
"2021-04-05" 0.31 0 0 8.2
"2021-04-06" 0.332 0 0 8.1
"2021-04-07" 0.458 0 0 10
"2021-04-08" 0.458 0 0 11.6
"2021-04-09" 0.423 0 0 9.4
"2021-04-10" 0.396 0 0 9.3
"2021-04-11" 0.457 0 0 8
"2021-04-12" 0.361 0 0 8.5
"2021-04-13" 0.415 0 0 9.5
"2021-04-14" 0.429 0 0 10.1
"2021-04-15" 0.431 0 0 9.1
"2021-04-16" 0.469 0 0 9.7
"2021-04-17" 0.368 0 0 9.4
"2021-04-18" 0.383 0 0 8.8
"2021-04-19" 0.509 0 0 9.9
"2021-04-20" 0.362 0 0 7.5
"2021-04-21" 0.321 0 0 6.9
"2021-04-22" 0.429 0 0 8.5
"2021-04-23" 0.41 0 0 7.7
"2021-04-24" 0.371 0 0 6.7
"2021-04-25" 0.428 0 0 9.4
"2021-04-26" 0.457 0 0 9.6
"2021-04-27" 0.389 0 0 8
"2021-04-28" 0.282 0 0 6.7
"2021-04-29" 0.35 0 0 6.3
"2021-04-30" 0.328 0 0 5.7
"2021-05-01" 0.33 0 0 5.7
"2021-05-02" 0.291 0 0 4.9
"2021-05-03" 0.357 0 0 4.6
"2021-05-04" 0.323 0 0 5.8
"2021-05-05" 0.253 0 0 4
"2021-05-06" 0.195 0 0 -1.5
"2021-05-07" 0.42 0 0 8.2
"2021-05-08" 0.374 0 0 6.6
"2021-05-09" 0.384 0 0 7.3
"2021-05-10" 0.443 0 0 7.1
"2021-05-11" 0.544 0 0 8
"2021-05-12" 0.432 0 0 6.7
"2021-05-13" 0.265 0 0 4.5
"2021-05-14" 0.285 0 0 4.7
"2021-05-15" 0.541 0 0 9.5
"2021-05-16" 0.477 0 0 7.2
"2021-05-17" 0.583 0 0 9.5
"2021-05-18" 0.52 0 0 8.8
"2021-05-19" 0.441 0 0 8.5
"2021-05-20" 0.518 0 0 7.3
"2021-06-09" 0.428 0.1 0 6.1
"2021-06-10" 0.241 0 0 0.1
"2021-06-11" 0.075 0 0 -10.4
"2021-06-12" 0.503 0 0 6.2
"2021-06-13" 0.477 0 0 5.3
"2021-06-14" 0.398 0 0 4.7
"2021-06-15" 0.584 0 0 6.2
"2021-06-16" 0.376 0 0 4.6
"2021-06-17" 0.374 0 0 2.1
"2021-06-18" 0.459 0 0 4.8
"2021-06-19" 0.141 0 0 -5.1
"2021-06-20" 0.456 0 0 5
"2021-06-21" 0.227 0 0 -1.4
"2021-06-22" 0.55 0 0 1.1
"2021-06-23" 0.503 0 0 4
"2021-06-24" 0.373 0 0 2.7
"2021-06-25" 0.512 0 0 2.5
"2021-06-26" 0.487 0 0 5.7
"2021-06-27" 0.281 0 0 -1.8
"2021-06-28" 0.065 0 0 -14.5
"2021-06-29" 0.064 0 0 -20.2
"2021-06-30" 0.181 0 0 -6.5
"2021-07-01" 0.734 3.4 0 6.8
